"PlayerFBref","fbref_id","tm_id","TmPos"
"Mamadou Thiam","f64d606b","368624","Centre-Forward"
"Mamadou Tounkara","9e36001b","820070","Centre-Back"
"Mamadou Traoré","fb3b1ff0","407263","Centre-Back"
"Mamadu Candé","d0f0b6dc","166379","Left-Back"
"Mamady Bangre","69e930e4","817180","Right Winger"
"Mamady Diarra","80211dc5","402002","Left Winger"
"Mame Biram Diouf","7f4f3e49","62049","Centre-Forward"
"Mamor Niang","64a76620","715650","Centre-Forward"
"Mamoudou Karamoko","23a10591","646782","Centre-Forward"
"Mancha","6c9f41a4","871650","Left-Back"
"Mandela Egbo","5603d397","258917","Right-Back"
"Mandela Keita","f5692b25","707844","Defensive Midfield"
"Manfred Ugalde","30c4aa75","645173","Centre-Forward"
"Manny Onariase","69c1a491","257534","Centre-Back"
"Manny Perez","27162b95","502442","Right Midfield"
"Mano","7a670e09","48703","Right-Back"
"Manoel","12748e35","113586","Centre-Back"
"Manolis Saliakas","18fe6d90","242661","Right-Back"
"Manolo Gabbiadini","8f866fe8","112343","Centre-Forward"
"Manolo Portanova","c8c0dccd","394304","Attacking Midfield"
"Manolo Reina","605eb473","29051","Goalkeeper"
"Manor Solomon","886f9aac","396638","Left Winger"
"Mansur","924081a5","211345","Left-Back"
"Manu Balda","5c0b9acb","263062","Right Winger"
"Manu Bueno","c5642098","766723","Central Midfield"
"Manu Emmanuel Gyabuaa","a69eb5fd","432089","Central Midfield"
"Manu García","05a4465d","76273","Defensive Midfield"
"Manu García","6ed1a2a2","277118","Attacking Midfield"
"Manu Hernando","5920c7c7","396161","Centre-Back"
"Manu Kone","86574238","624690","Central Midfield"
"Manu Morlanes","a0255c67","335225","Central Midfield"
"Manu Sanchez","ffacd3d5","618809","Left-Back"
"Manu Trigueros","963829d0","188854","Central Midfield"
"Manu Vallejo","0bc4e720","527350","Second Striker"
"Manuel Akanji","89ac64a6","284730","Centre-Back"
"Manuel Baldé","7ef720f9","821730","Goalkeeper"
"Manuel Cabit","38568467","127075","Left-Back"
"Manuel Castro","654973c7","335984","Right Midfield"
"Manuel De Luca","60e3603d","375816","Centre-Forward"
"Manuel Ferrini","dc929af7","390724","Centre-Back"
"Manuel Fuster","618f396a","511021","Left Winger"
"Manuel Garrido","f814eccb","789328","Centre-Forward"
"Manuel Gasparini","7033ca08","487828","Goalkeeper"
"Manuel Gulde","25ab9c9c","45683","Centre-Back"
"Manuel Iturra","000b3da6","40428","Defensive Midfield"
"Manuel Lanzini","26f6dca8","135853","Attacking Midfield"
"Manuel Lazzari","02caf6e0","331401","Right-Back"
"Manuel Locatelli","a8a874f1","265088","Defensive Midfield"
"Manuel Lombardoni","672489c0","426906","Centre-Back"
"Manuel Namora","d41a383d","517705","Centre-Forward"
"Manuel Neuer","8778c910","17259","Goalkeeper"
"Manuel Pasqual","548902cc","23284","Left-Back"
"Manuel Perez","88970207","166630","Defensive Midfield"
"Manuel Pozo","35440884","635881","Right Winger"
"Manuel Prietl","901c0f97","152317","Defensive Midfield"
"Manuel Pucciarelli","a1c7b425","163683","Second Striker"
"Manuel Pérez Ruiz","e1dcc3ae","190442","Attacking Midfield"
"Manuel Riemann","9f941969","40792","Goalkeeper"
"Manuel Schmiedebach","d8f5dc3d","41507","Defensive Midfield"
"Manuel Sebastian","c5642098","766723","Central Midfield"
"Manuel Sánchez","ffacd3d5","618809","Left-Back"
"Manuel Ugarte Ribeiro","c9817014","479640","Centre-Forward"
"Manuel Viniegra","b02ca422","53781","Defensive Midfield"
"Mapou Yanga-Mbiwa","20573d10","57480","Centre-Back"
"Maracás","276127e4","373187","Centre-Back"
"Maranhão","ae86d473","481084","Centre-Forward"
"Maranhão","4054e812","172454","Right Winger"
"Marash Kumbulla","a40819d9","371371","Centre-Back"
"Marc Albrighton","b827d5b3","61560","Right Midfield"
"Marc Bartra","b742cc0d","99922","Centre-Back"
"Marc Baró","74aa6ab7","388512","Left-Back"
"Marc Bernal","29117812","1018920","Defensive Midfield"
"Marc Bola","3986000d","340310","Left-Back"
"Marc Cardona","b92b456a","443222","Centre-Forward"
"Marc Carmona Tormo","e085f0fa","628488","Left-Back"
"Marc Casado","2ef08833","636695","Defensive Midfield"
"Marc Cucurella","1daec722","284857","Left-Back"
"Marc Domenech","54880c9b","1296876","Centre-Forward"
"Marc Guiu","d3d774cc","938158","Centre-Forward"
"Marc Guéhi","d0706b27","392757","Centre-Back"
"Marc McNulty","ed6bb087","125850","Centre-Forward"
"Marc Muniesa","4db76f57","74228","Centre-Back"
"Marc Navarro","c2846353","335245","Right-Back"
"Marc Pedraza","ff8f26ef","72319","Central Midfield"
"Marc Pugh","9aacb284","36939","Left Winger"
"Marc Roberts","51907c14","284959","Centre-Back"
"Marc Roca","da27e268","336869","Defensive Midfield"
"Marc Rzatkowski","491d3ad0","53681","Central Midfield"
"Marc Stendera","500cd987","160943","Central Midfield"
"Marc Vidal","2fe83ffb","123160","Goalkeeper"
"Marc Vito","33a86671","378947","Goalkeeper"
"Marc Wilson","c325c010","30456","Centre-Back"
"Marc-André ter Stegen","6f51e382","74857","Goalkeeper"
"Marc-Aurèle Caillard","5ee6e943","205465","Goalkeeper"
"Marc-Oliver Kempf","815c314f","160938","Centre-Back"
"Marc-Olivier Doué","b93b1fb7","540654","Defensive Midfield"
"Marcel","291c6377","346879","Defensive Midfield"
"Marcel Benger","379c0717","330269","Defensive Midfield"
"Marcel Büchel","2edeb221","74956","Central Midfield"
"Marcel Halstenberg","8ff2354e","70243","Left-Back"
"Marcel Hartel","614eca9b","189073","Attacking Midfield"
"Marcel Heller","11dbba47","32207","Right Midfield"
"Marcel Hilßner","26eb9b9e","153634","Right Winger"
"Marcel Johnen","242f5ba3","527555","Goalkeeper"
"Marcel Lizak","5fb08fb4","569979","Goalkeeper"
"Marcel Lotka","5584552e","453737","Goalkeeper"
"Marcel Oakley","114ef345","733301","Right-Back"
"Marcel Risse","140afefb","51176","Right Midfield"
"Marcel Ritzmaier","00ddb7f7","84162","Central Midfield"
"Marcel Ruiz","e8b5ca4b","597728","Central Midfield"
"Marcel Sabitzer","e280527c","106987","Central Midfield"
"Marcel Schmelzer","89565ac5","35208","Left-Back"
"Marcel Schuhen","5fa2e0cf","93651","Goalkeeper"
"Marcel Sobottka","664590fa","119044","Defensive Midfield"
"Marcel Tisserand","45954ec7","170463","Centre-Back"
"Marcel Wenig","1c86aa16","654872","Central Midfield"
"Marcelinho","2e84787f","439782","Left Winger"
"Marcelinho","c158eb1d","813120","Right Winger"
"Marcelino Moreno","058c938c","456617","Attacking Midfield"
"Marcelino Núñez","b6d1cf5c","715558","Central Midfield"
"Marcello Gazzola","93390969","57643","Right-Back"
"Marcello Trotta","acdad0aa","129505","Centre-Forward"
"Marcelo","e3d0b0c4","52920","Centre-Back"
"Marcelo","603116a7","44501","Left-Back"
"Marcelo","0e6c7c7b","910216","Defender"
"Marcelo","d9d4881f","697818","Centre-Forward"
"Marcelo Allende","b0042dc3","401702","Attacking Midfield"
"Marcelo Alves","29f81bd9","793774","Centre-Back"
"Marcelo Araújo","d5094b97","666151","Central Midfield"
"Marcelo Barovero","868c0f75","55142","Goalkeeper"
"Marcelo Boeck","069cb4f8","27346","Goalkeeper"
"Marcelo Brozović","33b8d077","156617","Defensive Midfield"
"Marcelo Carné","a24d3330","14881","Goalkeeper"
"Marcelo Cirino","6ba81b35","114514","Right Winger"
"Marcelo Djaló","2ba40342","142022","Centre-Back"
"Marcelo Díaz","955b2e8a","83895","Defensive Midfield"
"Marcelo Goiano","0e5753c7","248903","Right-Back"
"Marcelo Hermes","89346085","348769","Left-Back"
"Marcelo Lomba","e4835e3c","53015","Goalkeeper"
"Marcelo Oliveira","ef8538e8","52844","Centre-Back"
"Marcelo Palomino","350de244","469859","Attacking Midfield"
"Marcelo Pitaluga","b3cafda8","662334","Goalkeeper"
"Marcelo Rangel","c293dc73","412610","Goalkeeper"
"Marcelo Ryan","06fb27e0","724702","Centre-Forward"
"Marcelo Saracchi","1c96ad85","373916","Left-Back"
"Marcelo Silva","b9596515","76743","Centre-Back"
"Marcelo Toscano","0ba3af04","84486","Centre-Forward"
"Marcelo dos Santos Ferreira","15a5e48c","59508","Goalkeeper"
"Marciano Sanca","39a938cb","1013774","Centre-Forward"
"Marcin Bułka","db87a2c4","465955","Goalkeeper"
"Marcin Kamiński","463503e2","129358","Centre-Back"
"Marcin Listkowski","a3695ac2","291276","Attacking Midfield"
"Marcinho","6bc6e0e4","432967","Right-Back"
"Marcinho","bac748c5","653343","Defensive Midfield"
"Marcinho","5465c7f9","514500","Right Winger"
"Marcinho","a3d52b5d","520081","Left Winger"
"Marco Alia","261dfc43","391931","Goalkeeper"
"Marco Andreolli","13d820de","36356","Centre-Back"
"Marco André Rocha Pereira","5cd73451","74689","Goalkeeper"
"Marco Antônio","94cc9e88","578413","Attacking Midfield"
"Marco Antônio","6c94b9c2","371997","Attacking Midfield"
"Marco Asensio","45af8a54","296622","Right Winger"
"Marco Aurélio Ribeiro Sousa","0d652a81","352558","Goalkeeper"
"Marco Baixinho","11db0750","131015","Centre-Back"
"Marco Ballarini","8cb494c9","465279","Right Midfield"
"Marco Benassi","0000acda","201040","Central Midfield"
"Marco Bertini","4b520f96","613539","Defensive Midfield"
"Marco Bizot","3d214e5f","124884","Goalkeeper"
"Marco Bleve","47f2af81","215167","Goalkeeper"
"Marco Borriello","a889ffc7","5825","Centre-Forward"
"Marco Brescianini","dfd56738","459128","Central Midfield"
"Marco Calderoni","652811aa","75327","Left-Back"
"Marco Capuano","616aea37","164091","Centre-Back"
"Marco Carnesecchi","8ec56e62","459763","Goalkeeper"
"Marco Curto","57f86750","315857","Centre-Back"
"Marco D'Alessandro","060606ec","99232","Right Winger"
"Marco Fabián","e665a2db","67685","Attacking Midfield"
"Marco Farfan","cfc68595","429443","Left-Back"
"Marco Festa","c195ae4a","257660","Goalkeeper"
"Marco Fossati","39bec070","110931","Defensive Midfield"
"Marco Friedl","f86ad3f5","156990","Centre-Back"
"Marco Frigerio","873cddd5","492627","Central Midfield"
"Marco García","2fcbe28b","737129","Central Midfield"
"Marco Grull","8babb812","391766","Left Winger"
"Marco Harboe Ramkilde","be520447","321860","Centre-Forward"
"Marco Höger","4114f306","55510","Defensive Midfield"
"Marco John","d9e196bf","450234","Left Midfield"
"Marco Komenda","e7efcdb8","335631","Centre-Back"
"Marco Majouga","a27ecdc2","814725","Right Winger"
"Marco Mancosu","2c3a6c21","51736","Attacking Midfield"
"Marco Matias","f1317091","61764","Right Winger"
"Marco Meneghetti","11fb79c1","524393","Goalkeeper"
"Marco Meyerhöfer","0b104510","196084","Right-Back"
"Marco Modolo","fdcdb521","198873","Centre-Back"
"Marco Molla","6fe8796e","574164","Goalkeeper"
"Marco Olivieri","f5ba8903","346562","Left Winger"
"Marco Ospitalieri","448b543a","83948","Left-Back"
"Marco Palestra","1f1828dd","895937","Right Midfield"
"Marco Parolo","ed5886d2","84545","Central Midfield"
"Marco Pašalić","1866b0f1","395928","Right Midfield"
"Marco Pellegrino","18950a80","776303","Centre-Back"
"Marco Pinto","9a8c6d3e","36211","Goalkeeper"
"Marco Pissardo","73ba463e","350082","Goalkeeper"
"Marco Pompetti","5230042f","459991","Defensive Midfield"
"Marco Raina","fabe85d7","494301","Goalkeeper"
"Marco Rente","ec76c977","237244","Centre-Back"
"Marco Reus","36a3ff67","35207","Attacking Midfield"
"Marco Richter","f972644c","279009","Right Winger"
"Marco Rojas","4b373030","114940","Right Winger"
"Marco Ruben","30795728","30825","Centre-Forward"
"Marco Russ","e26c4233","16520","Centre-Back"
"Marco Sala","0c57be8b","392570","Left-Back"
"Marco Sau","1ad1f50d","55801","Centre-Forward"
"Marco Silvestri","0d422df7","85528","Goalkeeper"
"Marco Soares","2b2ce85a","33549","Defensive Midfield"
"Marco Spina","81d7f07f","397860","Attacking Midfield"
"Marco Sportiello","ac4003af","199976","Goalkeeper"
"Marco Stiepermann","b606638c","45760","Attacking Midfield"
"Marco Storari","fb5eb6e0","19136","Goalkeeper"
"Marco Terrazzino","7e689867","67869","Attacking Midfield"
"Marco Tol","52cc3dc1","371461","Centre-Back"
"Marco Tumminello","5bdd44d8","315850","Centre-Forward"
"Marco Verratti","1467af0d","102558","Central Midfield"
"Marco van Duin","aa3ae511","43249","Goalkeeper"
"Marco van Ginkel","47681787","147034","Central Midfield"
"Marcos Acuña","81442ecb","60410","Left-Back"
"Marcos Alonso","f4290206","112515","Left-Back"
"Marcos Andre","ae86d473","481084","Centre-Forward"
"Marcos Antônio","108fe016","468301","Central Midfield"
"Marcos Felipe","453bdfb9","283166","Goalkeeper"
"Marcos Guilherme","d5ff6084","255989","Left Winger"
"Marcos Júnior","f27b5851","614324","Central Midfield"
"Marcos Lavín","666e283e","282409","Goalkeeper"
"Marcos Leonardo","3f47ebce","668267","Centre-Forward"
"Marcos Llorente","02c15616","282411","Central Midfield"
"Marcos López","9b3ab988","432175","Left-Back"
"Marcos Mauro López Gutiérrez","b3b62f94","247366","Centre-Back"
"Marcos Paulo","4dd6bb79","978039","Left-Back"
"Marcos Paulo","83f860ef","77832","Central Midfield"
"Marcos Paulo","d70a5433","612496","Left Winger"
"Marcos Pedro","07d1cb5a","884071","Left-Back"
"Marcos Pena","736c14ec","1064121","Central Midfield"
"Marcos Rocha","fdd2f275","75435","Right-Back"
"Marcos Rojo","e0991c04","93176","Centre-Back"
"Marcos Senesi","35141f4c","469781","Centre-Back"
"Marcos Serrato","bd976f6b","346067","Central Midfield"
"Marcos Victor","d714fc5a","980463","Centre-Back"
"Marcos Vinicios Sorriso","e816a8ee","868101","Right Winger"
"Marcos Vinícius","43db5820","189963","Attacking Midfield"
"Marcos Ytalo","70053afc","375242","Right-Back"
"Marcos de Paula Dutra","739212ce","351229","Goalkeeper"
"Marcus Bettinelli","0d85a4e8","116648","Goalkeeper"
"Marcus Browne","7358a89a","391470","Attacking Midfield"
"Marcus Coco","3010aefb","353365","Right Winger"
"Marcus Edwards","57760e66","314367","Right Winger"
"Marcus Epps","7bb23f0e","482646","Right Winger"
"Marcus Forss","82c215a0","404584","Centre-Forward"
"Marcus Godinho","27854bf6","381069","Right-Back"
"Marcus Harness","90e9ca3d","288323","Attacking Midfield"
"Marcus Ingvartsen","271b8617","269878","Centre-Forward"
"Marcus Maddison","00458f4e","221561","Attacking Midfield"
"Marcus Muller","3c151571","698523","Centre-Forward"
"Marcus Pedersen","596cc50e","583404","Right-Back"
"Marcus Rashford","a1d5bd30","258923","Left Winger"
"Marcus Rohdén","b5b27493","205809","Central Midfield"
"Marcus Steffen","8687c20a","607141","Centre-Back"
"Marcus Tavernier","5c0da4a4","399434","Left Midfield"
"Marcus Thuram","6f8cd6d0","318528","Centre-Forward"
"Marcão","133faa84","439022","Centre-Back"
"Marcão","9706d045","552581","Centre-Back"
"Marcão Silva","e7f8bf4a","346072","Defensive Midfield"
"Marek Hamšík","e6ad16b2","38593","Central Midfield"
"Marek Rodák","17acc2ed","186901","Goalkeeper"
"Marek Suchý","c5224618","34542","Centre-Back"
"Marek Štěch","e3a9968d","61589","Goalkeeper"
"Mariano","5c4dc0ff","225020","Centre-Forward"
"Mariano","e26f559f","54155","Right-Back"
"Mariano Barbosa","aad4f74f","30749","Goalkeeper"
"Mariano Julio Izco","0d2bdb4b","30853","Central Midfield"
"Mariano Vázquez","ac5a3b3e","421396","Attacking Midfield"
"Marijan Ćavar","33ec696b","419255","Central Midfield"
"Marijn Dijkstra","2275aa01","619872","Goalkeeper"
"Marin Jakoliš","96f4ebc0","261963","Left Winger"
"Marin Ljubicic","774b7f08","838236","Centre-Forward"
"Marin Pongračić","2a6cd437","282144","Centre-Back"
"Marin Šverko","06dba850","282169","Centre-Back"
"Marinho","c077c735","74758","Right Winger"
"Marino Hinestroza","f397ba12","663319","Right Winger"
"Marinos Tzionis","b004076a","511885","Left Winger"
"Mario","e6ede7f4","7803","Centre-Back"
"Mario Balotelli","8ff07990","45146","Centre-Forward"
"Mario Bilate","fa004f0c","176555","Centre-Forward"
"Mario Daniel Vega","6904a59a","82507","Goalkeeper"
"Mario Dominguez","d709cd5c","941867","Centre-Forward"
"Mario Engels","123de70e","93637","Centre-Forward"
"Mario Gaspar","fb5d47b3","73250","Right-Back"
"Mario Gila","9c435456","618341","Centre-Back"
"Mario González","d189e48f","255995","Centre-Forward"
"Mario Gómez","71a20ce8","6288","Centre-Forward"
"Mario Götze","9efa1d25","74842","Attacking Midfield"
"Mario Hermoso","555f3a0b","281769","Centre-Back"
"Mario Hernández","90162357","608531","Right-Back"
"Mario Lemina","2b471f99","170934","Defensive Midfield"
"Mario Mandžukić","afa0d4e0","34572","Centre-Forward"
"Mario Maroto","b518c5ab","710484","Central Midfield"
"Mario Martin","a9aff11a","948273","Defensive Midfield"
"Mario Osuna","4d2a9ead","135867","Central Midfield"
"Mario Pašalić","e599253a","205938","Attacking Midfield"
"Mario Perrone","6cd33e2a","709579","Centre-Back"
"Mario Pineida","2990a468","193937","Left-Back"
"Mario Rodriguez","a5cdedc7","251888","Left Winger"
"Mario Sampirisi","cda2ec29","160357","Centre-Back"
"Mario Soriano","b41a8b01","568148","Attacking Midfield"
"Mario Suárez","7106f0a0","37337","Centre-Back"
"Mario Trejo","786861a0","561019","Centre-Back"
"Mario Vrančić","16fa6881","39372","Central Midfield"
"Mario de Luna","f1e39207","67712","Centre-Back"
"Marios Oikonomou","3b9858f5","174488","Centre-Back"
"Marious Vrousai","d2795011","395632","Right Winger"
"Marius Adamonis","1226f0de","300137","Goalkeeper"
"Marius Bülter","ab5b7dc1","116088","Second Striker"
"Marius Courcoul","28ab7aba","1075575","Defensive Midfield"
"Marius Funk","86314793","170517","Goalkeeper"
"Marius Liesegang","a5234eab","337090","Goalkeeper"
"Marius Mouandilmadji","ae546ee9","598399","Centre-Forward"
"Marius Müller","04ac779b","118161","Goalkeeper"
"Marius Wolf","fa661778","193900","Right Winger"
"Mariusz Stępiński","7b536033","210363","Centre-Forward"
"Mark Beevers","30bea884","46744","Centre-Back"
"Mark Birighitti","28b4e548","80702","Goalkeeper"
"Mark Bunn","a6738b6c","49319","Goalkeeper"
"Mark Diemers","8a6e0e81","187507","Central Midfield"
"Mark Duffy","d86ccbc9","105565","Central Midfield"
"Mark Flekken","a92ab7be","125714","Goalkeeper"
"Mark Gillespie","e32958b7","142389","Goalkeeper"
"Mark Harris","fcc02804","344012","Centre-Forward"
"Mark Little","42c64f3e","41099","Right-Back"
"Mark McGuinness","0fae1880","561454","Centre-Back"
"Mark McKenzie","a5f5d094","429259","Centre-Back"
"Mark Noble","ff527768","31835","Central Midfield"
"Mark Pabai","82ad8b2d","464699","Right-Back"
"Mark Segbers","a84af631","562390","Right-Back"
"Mark Spenkelink","e69c30bb","383705","Goalkeeper"
"Mark Sykes","40580929","320403","Central Midfield"
"Mark Travers","fe558029","357658","Goalkeeper"
"Mark Uth","a3ddb1b9","112935","Second Striker"
"Mark van der Maarel","a31f9e95","128042","Centre-Back"
"Mark-Anthony Kaye","36a38acd","343553","Central Midfield"
"Markel Areitio","f6d651a5","288371","Goalkeeper"
"Markel Bergara","04a65a8f","51426","Defensive Midfield"
"Markel Susaeta","6fd1ba62","54245","Right Winger"
"Marko Antunic","8b30a129","605364","Goalkeeper"
"Marko Arnautović","00459419","41384","Centre-Forward"
"Marko Dmitrović","ac295d9e","94308","Goalkeeper"
"Marko Grujić","8b8e759d","222813","Defensive Midfield"
"Marko Ivezic","964f4f30","706024","Centre-Back"
"Marko Janković","9866afec","222223","Right Winger"
"Marko Kolar","2184ec65","205924","Centre-Forward"
"Marko Lazetić","93088fbb","698548","Centre-Forward"
"Marko Marić","b57454c7","183793","Goalkeeper"
"Marko Maroši","1aa0308a","289411","Goalkeeper"
"Marko Milovanović","1fda2b14","845568","Centre-Forward"
"Marko Pajač","5df4ef30","190634","Left-Back"
"Marko Petković","70d31829","156722","Right-Back"
"Marko Pjaca","2c38b327","205940","Left Winger"
"Marko Rog","b6b2b820","317482","Central Midfield"
"Marko Vejinović","68365860","59594","Central Midfield"
"Markus Henriksen","26acecd2","122011","Centre-Back"
"Markus Schubert","289b90cd","296741","Goalkeeper"
"Markus Suttner","7391c2d9","31514","Left-Back"
"Marky Delgado","7f6a25b7","222565","Central Midfield"
"Marley Aké","414e1f69","682032","Left Winger"
"Marley Watkins","458d0061","91315","Right Winger"
"Marlon","cdf65d12","273236","Centre-Back"
"Marlon","455c6130","538234","Central Midfield"
"Marlon","63969d01","406675","Left-Back"
"Marlon","a87b508e","443721","Left-Back"
"Marlon Freitas","ae3181de","364972","Defensive Midfield"
"Marlon Frey","c9ab6b68","182752","Defensive Midfield"
"Marlon Hairston","1d531c57","306401","Right Winger"
"Marlon Morgenstern","de36c378","533007","Centre-Back"
"Marlon Pack","8633b350","118779","Central Midfield"
"Marlon Ritter","ce2c51c0","151636","Attacking Midfield"
"Marlon Sündermann","f5c0f120","333901","Goalkeeper"
"Marlone","cf864c1d","231039","Attacking Midfield"
"Marlos","9139bb12","68778","Right Winger"
"Marlos Moreno","8499c713","345654","Right Winger"
"Marnon Busch","c38767ab","117478","Right-Back"
"Maroan Sannadi","bea2537a","1054934","Centre-Forward"
"Marouan Azarkan","9469388f","412959","Right Winger"
"Marouane Afaker","c166b64b","474949","Left Winger"
"Marouane Fellaini","87575fd9","39679","Central Midfield"
"Marquinho","949bdc36","53288","Attacking Midfield"
"Marquinho","f3f2fc15","942096","Attacking Midfield"
"Marquinhos","d5f2f82b","181767","Centre-Back"
"Marquinhos","04964f4f","516722","Second Striker"
"Marquinhos","59878425","668268","Right Winger"
"Marquinhos","9b25f40a","54132","Centre-Back"
"Marquinhos","a9c95220","582301","Left Winger"
"Marquinhos Calazans","2c93386e","341120","Left Winger"
"Marquinhos Gabriel","fcd113c4","100091","Attacking Midfield"
"Marquinhos Pedroso","ae0779f6","218352","Left-Back"
"Marrony","1dff86ec","599879","Centre-Forward"
"Marshall Munetsi","2acf0cd7","414908","Defensive Midfield"
"Mart Janssen","b95a725b","462584","Centre-Back"
"Martell Taylor-Crossdale","b446c165","346474","Centre-Forward"
"Marten Winkler","e0d515ef","574569","Second Striker"
"Marten de Roon","2a1beb34","133179","Defensive Midfield"
"Marthã","70b0a8f1","598972","Defensive Midfield"
"Martial Godo","e0eea46f","992686","Left Winger"
"Martijn Berden","adb499a9","258335","Right Winger"
"Martim Carvalho","f98c4f0a","549027","Central Midfield"
"Martim Coelho","cbaf995f","1029871","Defence"
"Martim Tavares","e5499085","924885","Centre-Forward"
"Martin Adeline","7587446d","814976","Central Midfield"
"Martin Agirregabiria","355c883a","483573","Right-Back"
"Martin Angha","41a1a2c8","122695","Centre-Back"
"Martin Braithwaite","fd771f95","95732","Centre-Forward"
"Martin Chrien","c4a60418","252712","Central Midfield"
"Martin Cranie","9e53837d","27659","Centre-Back"
"Martin Dúbravka","3a949a25","74960","Goalkeeper"
"Martin Erlic","0fee6bda","357003","Centre-Back"
"Martin Fraisl","11c59b89","277607","Goalkeeper"
"Martin Frese","b910e9c0","488785","Left-Back"
"Martin Graiciar","30240438","319176","Centre-Forward"
"Martin Harnik","99b7584f","31159","Right Winger"
"Martin Hinteregger","080440a4","85789","Centre-Back"
"Martin Hongla","b85bf253","398808","Defensive Midfield"
"Martin Kelly","d7492450","78959","Right-Back"
"Martin Olsson","2f72f79e","38073","Left-Back"
"Martin Palumbo","f8d41a8c","617170","Central Midfield"
"Martin Samuelsen","746df5d3","234807","Left Winger"
"Martin Satriano","86383d0e","640109","Centre-Forward"
"Martin Sourzac","f26dd9f8","126705","Goalkeeper"
"Martin Tejon","f99cc198","941883","Attacking Midfield"
"Martin Terrier","5148dcc5","442891","Left Winger"
"Martin Turk","14ae023f","700643","Goalkeeper"
"Martin Valjent","f2c6ac01","277384","Centre-Back"
"Martin Ødegaard","79300479","316264","Attacking Midfield"
"Martin Škrtel","defb905a","24180","Centre-Back"
"Martinelli","48a5a5d6","655488","Left Winger"
"Martyn Waghorn","8ebea784","61674","Centre-Forward"
"Martín","cbec0059","278404","Central Midfield"
"Martín Barra","25c9d693","629034","Attack"
"Martín Barragán","8ae9001b","264126","Centre-Forward"
"Martín Benítez","c122e34e","189418","Attacking Midfield"
"Martín Cauteruccio","6e7d7a7a","76599","Centre-Forward"
"Martín Cáceres","e94d79e3","54935","Centre-Back"
"Martín Eduardo Zúñiga","57a197ab","233940","Centre-Forward"
"Martín Galván","19f98ce0","80010","Right Winger"
"Martín Lagunes","358f34bb","806430","Goalkeeper"
"Martín Lara","2ffbc256","491644","Central Midfield"
"Martín Mantovani","4ffb647d","73180","Centre-Back"
"Martín Merquelanz","ddd5348b","289272","Left Winger"
"Martín Montoya","5cec2487","68645","Right-Back"
"Martín Payero","bdbff2b5","555820","Central Midfield"
"Martín Rabuñal","f6d3f4ea","325590","Central Midfield"
"Martín Rea","042bdc11","565818","Centre-Back"
"Martín Rodríguez","a015b043","570427","Defensive Midfield"
"Martín Rodríguez","c075b5f0","187309","Left Winger"
"Martín Sarrafiore","55f096b1","505002","Attacking Midfield"
"Martín Zubimendi","3ee0dd59","423440","Defensive Midfield"
"Marvelous Nakamba","de5b5570","324882","Defensive Midfield"
"Marvin","efaefda0","603940","Right Winger"
"Marvin Bakalorz","04c11885","53602","Central Midfield"
"Marvin Compper","3e99c613","9340","Centre-Back"
"Marvin Cuni","1d45fd81","453864","Centre-Forward"
"Marvin Ducksch","638a4d71","125103","Centre-Forward"
"Marvin Ekpiteta","9338c17e","570768","Centre-Back"
"Marvin Elimbi","672f3db0","862628","Centre-Back"
"Marvin Friedrich","b77f44a4","196231","Centre-Back"
"Marvin Gakpa","c1b16364","170976","Central Midfield"
"Marvin Johnson","dc82e7f1","216564","Left Midfield"
"Marvin Loría","71380d87","298207","Right Winger"
"Marvin Martin","f4319ee8","77834","Attacking Midfield"
"Marvin Mehlem","10876d02","237226","Attacking Midfield"
"Marvin Obuz","14025baf","522084","Left Winger"
"Marvin Pieringer","11407d95","471055","Centre-Forward"
"Marvin Plattenhardt","f7aa75bd","89592","Left-Back"
"Marvin Schulz","651167c8","168678","Defensive Midfield"
"Marvin Schwäbe","87436846","160929","Goalkeeper"
"Marvin Senaya","1d383c10","830890","Right-Back"
"Marvin Tshibuabua","7a0b1e96","558139","Centre-Back"
"Marvin Zeegelaar","8abd0c03","92899","Left-Back"
"Marwann Nzuzi","165787d9","1052287","Right-Back"
"Marwin Hitz","2e7ff968","59238","Goalkeeper"
"Marwin Reuvers","3db5681e","470910","Central Midfield"
"Masaki Watai","2cd947bb","550631","Attacking Midfield"
"Masaya Okugawa","63b9cc6d","307052","Left Winger"
"Mason Barrett","539455f1","504966","Centre-Back"
"Mason Bennett","aba031ad","195637","Left Winger"
"Mason Burstow","dab84ad2","874080","Centre-Forward"
"Mason Greenwood","58eee997","532826","Right Winger"
"Mason Holgate","d0042ab9","348623","Centre-Back"
"Mason Mount","9674002f","346483","Attacking Midfield"
"Mason Stajduhar","f01df62c","401361","Goalkeeper"
"Mason Toye","0aa41f67","562388","Centre-Forward"
"Massadio Haïdara","5167c97e","170929","Left-Back"
"Massamba Ndiaye","315fe681","916497","Goalkeeper"
"Massimiliano Mangraviti","33914f14","395805","Centre-Back"
"Massimiliano Mignogna","1584e9f3","696617","Right-Back"
"Massimo Coda","4c7940d6","33763","Centre-Forward"
"Massimo Gobbi","635b0bae","28020","Left-Back"
"Massimo Luongo","967ac6e1","181687","Central Midfield"
"Matai Akinmboni","cfed08d5","994604","Centre-Back"
"Matchoi Djaló","a4cfe0ea","685887","Attacking Midfield"
"Matei Ilie","6ccfb640","615930","Centre-Back"
"Matej Kovar","bc67a0e1","550829","Goalkeeper"
